"Origin Movement ID","Origin Display Name","Origin Geometry","Destination Movement ID","Destination Display Name","Destination Geometry","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"886","CAMBRIDGE, 644 (886)","[[-71.0912,42.35435],[-71.09304,42.35388],[-71.09725,42.35319],[-71.1024,42.35262],[-71.10305,42.35251],[-71.10365,42.35374],[-71.10441,42.35544],[-71.10457,42.35584],[-71.10204,42.35709],[-71.10013,42.35807],[-71.09883,42.35867],[-71.09709,42.35952],[-71.09529,42.36043],[-71.09485,42.36017],[-71.09431,42.35978],[-71.09411,42.35961],[-71.09383,42.35934],[-71.09371,42.35922],[-71.09354,42.35899],[-71.09319,42.35838],[-71.0912,42.35435]]","202","BOSTON, 1 (202)","[[-71.06401,42.36895],[-71.06331,42.36894],[-71.06151,42.36735],[-71.06479,42.36559],[-71.06521,42.36576],[-71.06547,42.36584],[-71.06729,42.36624],[-71.06749,42.36631],[-71.06755,42.36635],[-71.0676,42.36642],[-71.06783,42.36644],[-71.06797,42.36649],[-71.0681,42.36655],[-71.06816,42.36652],[-71.06816,42.36657],[-71.06857,42.36683],[-71.0696,42.36735],[-71.07015,42.3677],[-71.07064,42.36795],[-71.06948,42.36905],[-71.06398,42.36893],[-71.06401,42.36895]]","07/31/2016 - 08/28/2016, Thursdays, Midday",673,438,1032
"886","CAMBRIDGE, 644 (886)","[[-71.0912,42.35435],[-71.09304,42.35388],[-71.09725,42.35319],[-71.1024,42.35262],[-71.10305,42.35251],[-71.10365,42.35374],[-71.10441,42.35544],[-71.10457,42.35584],[-71.10204,42.35709],[-71.10013,42.35807],[-71.09883,42.35867],[-71.09709,42.35952],[-71.09529,42.36043],[-71.09485,42.36017],[-71.09431,42.35978],[-71.09411,42.35961],[-71.09383,42.35934],[-71.09371,42.35922],[-71.09354,42.35899],[-71.09319,42.35838],[-71.0912,42.35435]]","203","BOSTON, 2 (203)","[[-71.06479,42.36559],[-71.06151,42.36735],[-71.06043,42.36638],[-71.06012,42.36608],[-71.06122,42.36555],[-71.06221,42.36502],[-71.06238,42.36485],[-71.06317,42.36444],[-71.06335,42.36445],[-71.06342,42.36449],[-71.06404,42.36512],[-71.06425,42.36521],[-71.06438,42.36525],[-71.06468,42.36552],[-71.06479,42.36559]]","07/31/2016 - 08/28/2016, Thursdays, Midday",778,521,1161
"886","CAMBRIDGE, 644 (886)","[[-71.0912,42.35435],[-71.09304,42.35388],[-71.09725,42.35319],[-71.1024,42.35262],[-71.10305,42.35251],[-71.10365,42.35374],[-71.10441,42.35544],[-71.10457,42.35584],[-71.10204,42.35709],[-71.10013,42.35807],[-71.09883,42.35867],[-71.09709,42.35952],[-71.09529,42.36043],[-71.09485,42.36017],[-71.09431,42.35978],[-71.09411,42.35961],[-71.09383,42.35934],[-71.09371,42.35922],[-71.09354,42.35899],[-71.09319,42.35838],[-71.0912,42.35435]]","204","BOSTON, 3 (204)","[[-71.05844,42.36442],[-71.05845,42.36421],[-71.05844,42.36397],[-71.05843,42.36388],[-71.05839,42.36381],[-71.05854,42.36362],[-71.05941,42.36313],[-71.05975,42.36307],[-71.06131,42.36347],[-71.06192,42.36361],[-71.06337,42.364],[-71.06336,42.36411],[-71.06337,42.36422],[-71.06328,42.36435],[-71.06317,42.36444],[-71.06238,42.36485],[-71.06221,42.36502],[-71.06122,42.36555],[-71.06012,42.36608],[-71.05844,42.36442]]","07/31/2016 - 08/28/2016, Thursdays, Midday",802,554,1160
"886","CAMBRIDGE, 644 (886)","[[-71.0912,42.35435],[-71.09304,42.35388],[-71.09725,42.35319],[-71.1024,42.35262],[-71.10305,42.35251],[-71.10365,42.35374],[-71.10441,42.35544],[-71.10457,42.35584],[-71.10204,42.35709],[-71.10013,42.35807],[-71.09883,42.35867],[-71.09709,42.35952],[-71.09529,42.36043],[-71.09485,42.36017],[-71.09431,42.35978],[-71.09411,42.35961],[-71.09383,42.35934],[-71.09371,42.35922],[-71.09354,42.35899],[-71.09319,42.35838],[-71.0912,42.35435]]","205","BOSTON, 125 (205)","[[-71.07095,42.33831],[-71.07197,42.3375],[-71.07322,42.33645],[-71.07407,42.33713],[-71.07498,42.33792],[-71.07429,42.33842],[-71.0725,42.33962],[-71.07155,42.33885],[-71.07126,42.33856],[-71.07095,42.33831]]","07/31/2016 - 08/28/2016, Thursdays, Midday",814,333,1985
"886","CAMBRIDGE, 644 (886)","[[-71.0912,42.35435],[-71.09304,42.35388],[-71.09725,42.35319],[-71.1024,42.35262],[-71.10305,42.35251],[-71.10365,42.35374],[-71.10441,42.35544],[-71.10457,42.35584],[-71.10204,42.35709],[-71.10013,42.35807],[-71.09883,42.35867],[-71.09709,42.35952],[-71.09529,42.36043],[-71.09485,42.36017],[-71.09431,42.35978],[-71.09411,42.35961],[-71.09383,42.35934],[-71.09371,42.35922],[-71.09354,42.35899],[-71.09319,42.35838],[-71.0912,42.35435]]","206","BOSTON, 127 (206)","[[-71.07322,42.33645],[-71.07505,42.33501],[-71.07694,42.33653],[-71.07565,42.33746],[-71.07498,42.33792],[-71.07407,42.33713],[-71.07322,42.33645]]","07/31/2016 - 08/28/2016, Thursdays, Midday",822,633,1067
"886","CAMBRIDGE, 644 (886)","[[-71.0912,42.35435],[-71.09304,42.35388],[-71.09725,42.35319],[-71.1024,42.35262],[-71.10305,42.35251],[-71.10365,42.35374],[-71.10441,42.35544],[-71.10457,42.35584],[-71.10204,42.35709],[-71.10013,42.35807],[-71.09883,42.35867],[-71.09709,42.35952],[-71.09529,42.36043],[-71.09485,42.36017],[-71.09431,42.35978],[-71.09411,42.35961],[-71.09383,42.35934],[-71.09371,42.35922],[-71.09354,42.35899],[-71.09319,42.35838],[-71.0912,42.35435]]","207","BOSTON, 128 (207)","[[-71.07143,42.33499],[-71.072,42.33457],[-71.07339,42.33362],[-71.07391,42.33322],[-71.07436,42.33285],[-71.07458,42.33297],[-71.07485,42.33323],[-71.07573,42.33445],[-71.07451,42.33544],[-71.07322,42.33645],[-71.07143,42.33499]]","07/31/2016 - 08/28/2016, Thursdays, Midday",810,644,1018
"886","CAMBRIDGE, 644 (886)","[[-71.0912,42.35435],[-71.09304,42.35388],[-71.09725,42.35319],[-71.1024,42.35262],[-71.10305,42.35251],[-71.10365,42.35374],[-71.10441,42.35544],[-71.10457,42.35584],[-71.10204,42.35709],[-71.10013,42.35807],[-71.09883,42.35867],[-71.09709,42.35952],[-71.09529,42.36043],[-71.09485,42.36017],[-71.09431,42.35978],[-71.09411,42.35961],[-71.09383,42.35934],[-71.09371,42.35922],[-71.09354,42.35899],[-71.09319,42.35838],[-71.0912,42.35435]]","208","BOSTON, 129 (208)","[[-71.06581,42.33541],[-71.06761,42.33524],[-71.0681,42.33515],[-71.06839,42.33507],[-71.06919,42.33476],[-71.06989,42.33438],[-71.07045,42.33405],[-71.07083,42.33379],[-71.07152,42.33324],[-71.07188,42.3329],[-71.07215,42.33273],[-71.07229,42.33261],[-71.07351,42.33351],[-71.07339,42.33362],[-71.07246,42.33424],[-71.07188,42.33465],[-71.07143,42.33499],[-71.07009,42.33592],[-71.06768,42.33764],[-71.0671,42.33808],[-71.06554,42.33915],[-71.06494,42.33959],[-71.06473,42.33966],[-71.06458,42.33967],[-71.06447,42.33965],[-71.06439,42.3396],[-71.06436,42.33946],[-71.06538,42.33782],[-71.06553,42.33755],[-71.06571,42.33714],[-71.06582,42.33676],[-71.06589,42.33626],[-71.06588,42.3358],[-71.06581,42.33541]]","07/31/2016 - 08/28/2016, Thursdays, Midday",910,724,1143
"886","CAMBRIDGE, 644 (886)","[[-71.0912,42.35435],[-71.09304,42.35388],[-71.09725,42.35319],[-71.1024,42.35262],[-71.10305,42.35251],[-71.10365,42.35374],[-71.10441,42.35544],[-71.10457,42.35584],[-71.10204,42.35709],[-71.10013,42.35807],[-71.09883,42.35867],[-71.09709,42.35952],[-71.09529,42.36043],[-71.09485,42.36017],[-71.09431,42.35978],[-71.09411,42.35961],[-71.09383,42.35934],[-71.09371,42.35922],[-71.09354,42.35899],[-71.09319,42.35838],[-71.0912,42.35435]]","209","BOSTON, 120 (209)","[[-71.07207,42.34129],[-71.07143,42.34168],[-71.06991,42.34256],[-71.06841,42.34341],[-71.06723,42.34413],[-71.06715,42.34421],[-71.06707,42.34431],[-71.06593,42.34394],[-71.06435,42.34349],[-71.0646,42.34328],[-71.06536,42.34271],[-71.06635,42.3419],[-71.06674,42.34163],[-71.0674,42.3411],[-71.06802,42.34064],[-71.06865,42.34014],[-71.0688,42.34022],[-71.07071,42.34079],[-71.07109,42.34054],[-71.0713,42.34063],[-71.0718,42.34108],[-71.07197,42.34119],[-71.07207,42.34129]]","07/31/2016 - 08/28/2016, Thursdays, Midday",978,777,1230
"886","CAMBRIDGE, 644 (886)","[[-71.0912,42.35435],[-71.09304,42.35388],[-71.09725,42.35319],[-71.1024,42.35262],[-71.10305,42.35251],[-71.10365,42.35374],[-71.10441,42.35544],[-71.10457,42.35584],[-71.10204,42.35709],[-71.10013,42.35807],[-71.09883,42.35867],[-71.09709,42.35952],[-71.09529,42.36043],[-71.09485,42.36017],[-71.09431,42.35978],[-71.09411,42.35961],[-71.09383,42.35934],[-71.09371,42.35922],[-71.09354,42.35899],[-71.09319,42.35838],[-71.0912,42.35435]]","210","BOSTON, 121 (210)","[[-71.06412,42.33988],[-71.06436,42.33946],[-71.06439,42.3396],[-71.06447,42.33965],[-71.06458,42.33967],[-71.06473,42.33966],[-71.06494,42.33959],[-71.06554,42.33915],[-71.06591,42.33929],[-71.06668,42.33954],[-71.06865,42.34014],[-71.06802,42.34064],[-71.0674,42.3411],[-71.06674,42.34163],[-71.06635,42.3419],[-71.06536,42.34271],[-71.0646,42.34328],[-71.06435,42.34349],[-71.06253,42.343],[-71.06301,42.34197],[-71.0635,42.34098],[-71.06412,42.33988]]","07/31/2016 - 08/28/2016, Thursdays, Midday",995,882,1122
"886","CAMBRIDGE, 644 (886)","[[-71.0912,42.35435],[-71.09304,42.35388],[-71.09725,42.35319],[-71.1024,42.35262],[-71.10305,42.35251],[-71.10365,42.35374],[-71.10441,42.35544],[-71.10457,42.35584],[-71.10204,42.35709],[-71.10013,42.35807],[-71.09883,42.35867],[-71.09709,42.35952],[-71.09529,42.36043],[-71.09485,42.36017],[-71.09431,42.35978],[-71.09411,42.35961],[-71.09383,42.35934],[-71.09371,42.35922],[-71.09354,42.35899],[-71.09319,42.35838],[-71.0912,42.35435]]","211","BOSTON, 122 (211)","[[-71.08036,42.33937],[-71.07966,42.33974],[-71.07906,42.34003],[-71.07872,42.34018],[-71.07732,42.34092],[-71.07527,42.33921],[-71.07491,42.33887],[-71.07429,42.33842],[-71.07694,42.33653],[-71.07859,42.33787],[-71.0801,42.33913],[-71.08036,42.33937]]","07/31/2016 - 08/28/2016, Thursdays, Midday",834,612,1134
"886","CAMBRIDGE, 644 (886)","[[-71.0912,42.35435],[-71.09304,42.35388],[-71.09725,42.35319],[-71.1024,42.35262],[-71.10305,42.35251],[-71.10365,42.35374],[-71.10441,42.35544],[-71.10457,42.35584],[-71.10204,42.35709],[-71.10013,42.35807],[-71.09883,42.35867],[-71.09709,42.35952],[-71.09529,42.36043],[-71.09485,42.36017],[-71.09431,42.35978],[-71.09411,42.35961],[-71.09383,42.35934],[-71.09371,42.35922],[-71.09354,42.35899],[-71.09319,42.35838],[-71.0912,42.35435]]","212","BOSTON, 123 (212)","[[-71.07109,42.34054],[-71.0725,42.33962],[-71.07429,42.33842],[-71.07491,42.33887],[-71.07527,42.33921],[-71.07732,42.34092],[-71.07659,42.34134],[-71.07459,42.34241],[-71.07376,42.34283],[-71.07372,42.34271],[-71.07361,42.3426],[-71.07322,42.34225],[-71.07269,42.34182],[-71.07197,42.34119],[-71.0718,42.34108],[-71.0713,42.34063],[-71.07109,42.34054]]","07/31/2016 - 08/28/2016, Thursdays, Midday",853,696,1044
"886","CAMBRIDGE, 644 (886)","[[-71.0912,42.35435],[-71.09304,42.35388],[-71.09725,42.35319],[-71.1024,42.35262],[-71.10305,42.35251],[-71.10365,42.35374],[-71.10441,42.35544],[-71.10457,42.35584],[-71.10204,42.35709],[-71.10013,42.35807],[-71.09883,42.35867],[-71.09709,42.35952],[-71.09529,42.36043],[-71.09485,42.36017],[-71.09431,42.35978],[-71.09411,42.35961],[-71.09383,42.35934],[-71.09371,42.35922],[-71.09354,42.35899],[-71.09319,42.35838],[-71.0912,42.35435]]","213","BOSTON, 131 (213)","[[-71.06354,42.3308],[-71.06698,42.33148],[-71.06785,42.33168],[-71.06821,42.33173],[-71.07005,42.33208],[-71.0713,42.33233],[-71.07168,42.33245],[-71.07229,42.33261],[-71.07215,42.33273],[-71.07188,42.3329],[-71.07152,42.33324],[-71.07083,42.33379],[-71.07045,42.33405],[-71.06989,42.33438],[-71.06919,42.33476],[-71.06839,42.33507],[-71.0681,42.33515],[-71.06761,42.33524],[-71.06581,42.33541],[-71.06565,42.33503],[-71.06458,42.33375],[-71.06387,42.33299],[-71.06333,42.33236],[-71.06302,42.33194],[-71.06263,42.33145],[-71.06166,42.33042],[-71.06354,42.3308]]","07/31/2016 - 08/28/2016, Thursdays, Midday",1182,993,1405
"886","CAMBRIDGE, 644 (886)","[[-71.0912,42.35435],[-71.09304,42.35388],[-71.09725,42.35319],[-71.1024,42.35262],[-71.10305,42.35251],[-71.10365,42.35374],[-71.10441,42.35544],[-71.10457,42.35584],[-71.10204,42.35709],[-71.10013,42.35807],[-71.09883,42.35867],[-71.09709,42.35952],[-71.09529,42.36043],[-71.09485,42.36017],[-71.09431,42.35978],[-71.09411,42.35961],[-71.09383,42.35934],[-71.09371,42.35922],[-71.09354,42.35899],[-71.09319,42.35838],[-71.0912,42.35435]]","214","BOSTON, 126 (214)","[[-71.07322,42.33645],[-71.07197,42.3375],[-71.07095,42.33831],[-71.06902,42.33669],[-71.07009,42.33592],[-71.07143,42.33499],[-71.07322,42.33645]]","07/31/2016 - 08/28/2016, Thursdays, Midday",852,362,2004
"886","CAMBRIDGE, 644 (886)","[[-71.0912,42.35435],[-71.09304,42.35388],[-71.09725,42.35319],[-71.1024,42.35262],[-71.10305,42.35251],[-71.10365,42.35374],[-71.10441,42.35544],[-71.10457,42.35584],[-71.10204,42.35709],[-71.10013,42.35807],[-71.09883,42.35867],[-71.09709,42.35952],[-71.09529,42.36043],[-71.09485,42.36017],[-71.09431,42.35978],[-71.09411,42.35961],[-71.09383,42.35934],[-71.09371,42.35922],[-71.09354,42.35899],[-71.09319,42.35838],[-71.0912,42.35435]]","215","BOSTON, 130 (215)","[[-71.05984,42.34306],[-71.06009,42.34245],[-71.06011,42.34179],[-71.06001,42.34112],[-71.05991,42.3392],[-71.05983,42.33834],[-71.0598,42.33769],[-71.05985,42.33616],[-71.0597,42.33498],[-71.0596,42.33464],[-71.0596,42.33437],[-71.05943,42.33371],[-71.05935,42.33287],[-71.05921,42.33113],[-71.05917,42.32995],[-71.05936,42.32999],[-71.06022,42.33013],[-71.06166,42.33042],[-71.06263,42.33145],[-71.06302,42.33194],[-71.06333,42.33236],[-71.06387,42.33299],[-71.06458,42.33375],[-71.06565,42.33503],[-71.06581,42.33541],[-71.06588,42.3358],[-71.06589,42.33626],[-71.06582,42.33676],[-71.06571,42.33714],[-71.06553,42.33755],[-71.06538,42.33782],[-71.06436,42.33946],[-71.0635,42.34098],[-71.06301,42.34197],[-71.06253,42.343],[-71.0619,42.34285],[-71.06145,42.34272],[-71.06146,42.34271],[-71.06096,42.34259],[-71.06066,42.34311],[-71.06046,42.3436],[-71.0603,42.34413],[-71.06002,42.34438],[-71.05955,42.34475],[-71.05869,42.34535],[-71.0583,42.34545],[-71.05969,42.34342],[-71.05984,42.34306]]","07/31/2016 - 08/28/2016, Thursdays, Midday",1286,930,1777
"886","CAMBRIDGE, 644 (886)","[[-71.0912,42.35435],[-71.09304,42.35388],[-71.09725,42.35319],[-71.1024,42.35262],[-71.10305,42.35251],[-71.10365,42.35374],[-71.10441,42.35544],[-71.10457,42.35584],[-71.10204,42.35709],[-71.10013,42.35807],[-71.09883,42.35867],[-71.09709,42.35952],[-71.09529,42.36043],[-71.09485,42.36017],[-71.09431,42.35978],[-71.09411,42.35961],[-71.09383,42.35934],[-71.09371,42.35922],[-71.09354,42.35899],[-71.09319,42.35838],[-71.0912,42.35435]]","216","BOSTON, 133 (216)","[[-71.06639,42.32621],[-71.06595,42.32694],[-71.06531,42.32794],[-71.06509,42.32826],[-71.0635,42.33079],[-71.06022,42.33013],[-71.05936,42.32999],[-71.05917,42.32995],[-71.05916,42.32959],[-71.05901,42.32911],[-71.05882,42.32864],[-71.05855,42.32819],[-71.05823,42.32775],[-71.0581,42.32764],[-71.05885,42.32597],[-71.05906,42.32542],[-71.0593,42.32492],[-71.05944,42.3247],[-71.06085,42.32275],[-71.06101,42.32243],[-71.0613,42.32161],[-71.06134,42.32142],[-71.06133,42.32111],[-71.06131,42.32089],[-71.0613,42.32077],[-71.06132,42.32068],[-71.06136,42.3206],[-71.06148,42.3205],[-71.06173,42.32071],[-71.0637,42.32308],[-71.06454,42.32401],[-71.06499,42.32455],[-71.06515,42.32477],[-71.06639,42.32621]]","07/31/2016 - 08/28/2016, Thursdays, Midday",1389,1032,1868
"886","CAMBRIDGE, 644 (886)","[[-71.0912,42.35435],[-71.09304,42.35388],[-71.09725,42.35319],[-71.1024,42.35262],[-71.10305,42.35251],[-71.10365,42.35374],[-71.10441,42.35544],[-71.10457,42.35584],[-71.10204,42.35709],[-71.10013,42.35807],[-71.09883,42.35867],[-71.09709,42.35952],[-71.09529,42.36043],[-71.09485,42.36017],[-71.09431,42.35978],[-71.09411,42.35961],[-71.09383,42.35934],[-71.09371,42.35922],[-71.09354,42.35899],[-71.09319,42.35838],[-71.0912,42.35435]]","217","BOSTON, 134 (217)","[[-71.05229,42.32147],[-71.05287,42.32146],[-71.05307,42.32139],[-71.05392,42.32138],[-71.0547,42.32135],[-71.05498,42.32132],[-71.05533,42.32125],[-71.05586,42.32108],[-71.05658,42.32077],[-71.05677,42.32072],[-71.05709,42.32055],[-71.05769,42.32029],[-71.05793,42.32021],[-71.05839,42.3201],[-71.05887,42.32004],[-71.05918,42.32001],[-71.0598,42.32001],[-71.06039,42.32008],[-71.06104,42.32026],[-71.06126,42.32035],[-71.06148,42.3205],[-71.06136,42.3206],[-71.06132,42.32068],[-71.0613,42.32077],[-71.06131,42.32089],[-71.06133,42.32111],[-71.06134,42.32142],[-71.0613,42.32161],[-71.06101,42.32243],[-71.06085,42.32275],[-71.05944,42.3247],[-71.0593,42.32492],[-71.05906,42.32542],[-71.05885,42.32597],[-71.0581,42.32763],[-71.0579,42.32744],[-71.05702,42.32669],[-71.05375,42.32422],[-71.05333,42.32385],[-71.05286,42.32331],[-71.05263,42.32289],[-71.05243,42.32232],[-71.05229,42.32147]]","07/31/2016 - 08/28/2016, Thursdays, Midday",1508,1102,2063
"886","CAMBRIDGE, 644 (886)","[[-71.0912,42.35435],[-71.09304,42.35388],[-71.09725,42.35319],[-71.1024,42.35262],[-71.10305,42.35251],[-71.10365,42.35374],[-71.10441,42.35544],[-71.10457,42.35584],[-71.10204,42.35709],[-71.10013,42.35807],[-71.09883,42.35867],[-71.09709,42.35952],[-71.09529,42.36043],[-71.09485,42.36017],[-71.09431,42.35978],[-71.09411,42.35961],[-71.09383,42.35934],[-71.09371,42.35922],[-71.09354,42.35899],[-71.09319,42.35838],[-71.0912,42.35435]]","218","BOSTON, 135 (218)","[[-71.04285,42.35041],[-71.04396,42.35099],[-71.04557,42.35171],[-71.04844,42.35305],[-71.04904,42.35335],[-71.04848,42.35406],[-71.04813,42.35442],[-71.04802,42.35449],[-71.04773,42.35464],[-71.04716,42.35491],[-71.04651,42.35509],[-71.04615,42.35514],[-71.04532,42.35513],[-71.04479,42.35509],[-71.04454,42.35501],[-71.04439,42.35499],[-71.04393,42.35484],[-71.04357,42.35469],[-71.04361,42.35459],[-71.04376,42.35439],[-71.04402,42.35396],[-71.04445,42.35338],[-71.0435,42.35293],[-71.04336,42.35292],[-71.04328,42.35294],[-71.04314,42.3531],[-71.04304,42.35315],[-71.04292,42.35312],[-71.04239,42.35292],[-71.04231,42.3529],[-71.04156,42.35387],[-71.04097,42.35363],[-71.041,42.35357],[-71.04104,42.35358],[-71.04107,42.35355],[-71.04115,42.35339],[-71.04297,42.35108],[-71.04251,42.35089],[-71.04274,42.35061],[-71.04285,42.35041]]","07/31/2016 - 08/28/2016, Thursdays, Midday",1062,804,1401
"886","CAMBRIDGE, 644 (886)","[[-71.0912,42.35435],[-71.09304,42.35388],[-71.09725,42.35319],[-71.1024,42.35262],[-71.10305,42.35251],[-71.10365,42.35374],[-71.10441,42.35544],[-71.10457,42.35584],[-71.10204,42.35709],[-71.10013,42.35807],[-71.09883,42.35867],[-71.09709,42.35952],[-71.09529,42.36043],[-71.09485,42.36017],[-71.09431,42.35978],[-71.09411,42.35961],[-71.09383,42.35934],[-71.09371,42.35922],[-71.09354,42.35899],[-71.09319,42.35838],[-71.0912,42.35435]]","232","BOSTON, 203 (232)","[[-71.06772,42.37432],[-71.0684,42.37409],[-71.06888,42.37391],[-71.06921,42.37376],[-71.0694,42.37364],[-71.06963,42.37344],[-71.07054,42.37235],[-71.07247,42.37266],[-71.07293,42.37384],[-71.07396,42.37624],[-71.07291,42.37663],[-71.07285,42.37674],[-71.07223,42.37718],[-71.07276,42.37828],[-71.07107,42.37942],[-71.07082,42.37947],[-71.07037,42.37873],[-71.06996,42.37815],[-71.06916,42.37683],[-71.06868,42.37591],[-71.06832,42.3753],[-71.06772,42.37432]]","07/31/2016 - 08/28/2016, Thursdays, Midday",713,444,1143
"886","CAMBRIDGE, 644 (886)","[[-71.0912,42.35435],[-71.09304,42.35388],[-71.09725,42.35319],[-71.1024,42.35262],[-71.10305,42.35251],[-71.10365,42.35374],[-71.10441,42.35544],[-71.10457,42.35584],[-71.10204,42.35709],[-71.10013,42.35807],[-71.09883,42.35867],[-71.09709,42.35952],[-71.09529,42.36043],[-71.09485,42.36017],[-71.09431,42.35978],[-71.09411,42.35961],[-71.09383,42.35934],[-71.09371,42.35922],[-71.09354,42.35899],[-71.09319,42.35838],[-71.0912,42.35435]]","233","BOSTON, 202 (233)","[[-71.06114,42.38325],[-71.06121,42.383],[-71.06184,42.38216],[-71.06181,42.38201],[-71.06173,42.3819],[-71.06165,42.38184],[-71.06166,42.38173],[-71.06172,42.38161],[-71.06214,42.38101],[-71.06856,42.3837],[-71.06879,42.38376],[-71.06906,42.38379],[-71.06939,42.38377],[-71.07124,42.3836],[-71.07147,42.38356],[-71.07173,42.38345],[-71.07209,42.38361],[-71.07237,42.38381],[-71.07256,42.38397],[-71.07264,42.38406],[-71.07272,42.3841],[-71.07289,42.38409],[-71.07304,42.38403],[-71.07314,42.38394],[-71.07328,42.38388],[-71.07335,42.38387],[-71.07338,42.3841],[-71.07337,42.38421],[-71.07327,42.38459],[-71.07258,42.38665],[-71.07227,42.38743],[-71.07212,42.3877],[-71.0716,42.3874],[-71.07104,42.38704],[-71.07025,42.38662],[-71.06982,42.38643],[-71.07023,42.38612],[-71.06991,42.38589],[-71.06974,42.38576],[-71.06908,42.38559],[-71.06847,42.3854],[-71.06832,42.38538],[-71.06808,42.38566],[-71.06794,42.3857],[-71.06735,42.38561],[-71.06722,42.3856],[-71.06707,42.38554],[-71.06673,42.38554],[-71.06627,42.38549],[-71.06622,42.38548],[-71.06617,42.38543],[-71.06615,42.38536],[-71.06617,42.3853],[-71.06596,42.38523],[-71.06565,42.38508],[-71.06502,42.38486],[-71.06496,42.38487],[-71.0649,42.38492],[-71.06476,42.38512],[-71.06461,42.38521],[-71.06448,42.38518],[-71.06412,42.38515],[-71.0636,42.38512],[-71.06344,42.38509],[-71.06341,42.38505],[-71.06342,42.38503],[-71.06356,42.38479],[-71.06389,42.38438],[-71.0643,42.38383],[-71.06431,42.38379],[-71.0643,42.38375],[-71.06413,42.38366],[-71.06396,42.38359],[-71.06385,42.38373],[-71.06382,42.38374],[-71.06347,42.38365],[-71.06314,42.3841],[-71.06246,42.38493],[-71.06233,42.38491],[-71.06219,42.38507],[-71.06216,42.38507],[-71.06216,42.38519],[-71.06213,42.38523],[-71.06164,42.38517],[-71.06047,42.38508],[-71.06048,42.38489],[-71.06124,42.38496],[-71.06124,42.38494],[-71.06195,42.38396],[-71.06233,42.38347],[-71.06227,42.38343],[-71.06208,42.38342],[-71.06202,42.38347],[-71.06197,42.38356],[-71.06185,42.38359],[-71.06166,42.38389],[-71.06157,42.38387],[-71.06146,42.384],[-71.06138,42.38398],[-71.06154,42.38374],[-71.06142,42.38371],[-71.0615,42.38361],[-71.06158,42.38343],[-71.06159,42.38331],[-71.06138,42.38327],[-71.06114,42.38325]]","07/31/2016 - 08/28/2016, Thursdays, Midday",823,571,1185
"886","CAMBRIDGE, 644 (886)","[[-71.0912,42.35435],[-71.09304,42.35388],[-71.09725,42.35319],[-71.1024,42.35262],[-71.10305,42.35251],[-71.10365,42.35374],[-71.10441,42.35544],[-71.10457,42.35584],[-71.10204,42.35709],[-71.10013,42.35807],[-71.09883,42.35867],[-71.09709,42.35952],[-71.09529,42.36043],[-71.09485,42.36017],[-71.09431,42.35978],[-71.09411,42.35961],[-71.09383,42.35934],[-71.09371,42.35922],[-71.09354,42.35899],[-71.09319,42.35838],[-71.0912,42.35435]]","234","BOSTON, 287 (234)","[[-71.10355,42.33474],[-71.10491,42.33419],[-71.10746,42.33583],[-71.10823,42.33629],[-71.10712,42.33729],[-71.10631,42.33681],[-71.10659,42.33654],[-71.10577,42.33604],[-71.10546,42.33589],[-71.10455,42.33553],[-71.10451,42.33543],[-71.10444,42.33536],[-71.10433,42.33535],[-71.10386,42.33517],[-71.10405,42.33498],[-71.10355,42.33474]]","07/31/2016 - 08/28/2016, Thursdays, Midday",841,644,1097
